product_name,product_code,grade,formula,molar_mass,image_url,pakaging,price
PYRIDINE-3-ACETONITRILE,0116186-5G,98% puriss for synthesis,H1B4286,A1D1C4289,,5G," 6,700.00 "
PYRIDINE-3-ACETONITRILE,0116186-25G,98% puriss for synthesis,H1B4287,A1D1C4290,,25G," 24,000.00 "
PYRIDINE-2-ALDEHYDE,0116118-100G,98% puriss for synthesis,H1B4288,A1D1C4291,,100G," 4,800.00 "
PYRIDINE-2-ALDEHYDE,0116118-500G,98% puriss for synthesis,H1B4289,A1D1C4292,,500G," 22,800.00 "
PYRIDINE-3-ALDEHYDE,0116187-100G,98% puriss for synthesis,H1B4290,A1D1C4293,,100G," 5,200.00 "
PYRIDINE-4-ALDEHYDE,0116216-100G,98% (Pyridine-4-carboxaldehyde) puriss for synthesis,H1B4291,A1D1C4294,,100G," 4,750.00 "
PYRIDINE-2-ALDOXIME,0116286-25G,98% puriss for synthesis [2110-14-7],H1B4292,A1D1C4295,,25G," 3,300.00 "
PYRIDINE-2-ALDOXIME,0116286-100G,98% puriss for synthesis [2110-14-7],H1B4293,A1D1C4296,,100G," 9,000.00 "
3-PYRIDINEBORONIC ACID,0116290-1G,97% puriss for synthesis [1692-25-7],H1B4294,A1D1C4297,,1G," 4,000.00 "
3-PYRIDINEBORONIC ACID,0116290-5G,97% puriss for synthesis [1692-25-7],H1B4295,A1D1C4298,,5G," 18,000.00 "
4-PYRIDINEBORONIC ACID,0116289-1G,97% puriss for synthesis [1692-15-5],H1B4296,A1D1C4299,,1G," 3,000.00 "
4-PYRIDINEBORONIC ACID,0116289-5G,97% puriss for synthesis [1692-15-5],H1B4297,A1D1C4300,,5G," 12,000.00 "
"PYRIDINE-2,3-DICARBOXYLIC ACID (Quinolic Acid)",0116154-100G,99%,H1B4298,A1D1C4301,,100G," 1,750.00 "
"PYRIDINE-2,3-DICARBOXYLIC ACID (Quinolic Acid)",0116154-500G,99%,H1B4299,A1D1C4302,,500G," 7,100.00 "
"PYRIDINE 2,4-DICARBOYLIC ACID",0116303-1G,99% puriss for synthesis [499-80-9],H1B4300,A1D1C4303,,1G, 950.00 
"PYRIDINE 2,4-DICARBOYLIC ACID",0116303-5G,99% puriss for synthesis [499-80-9],H1B4301,A1D1C4304,,5G," 3,500.00 "
"PYRIDINE-3,4-DICARBOXYLIC ACID",0116202-25G,puriss for synthesis,H1B4302,A1D1C4305,,25G," 3,200.00 "
"PYRIDINE-3,4-DICARBOXYLIC ACID",0116202-100G,puriss for synthesis,H1B4303,A1D1C4306,,100G," 10,500.00 "
"PYRIDINE-3,5-DICARBOXYLIC ACID",0116201-25G,puriss for synthesis,H1B4304,A1D1C4307,,25G," 3,100.00 "
"PYRIDINE-3,5-DICARBOXYLIC ACID",0116201-100G,puriss for synthesis,H1B4305,A1D1C4308,,100G," 9,500.00 "
Pyridine-2-methanol,0116266-100G,99% puriss for synthesis [586-98-1],H1B4306,A1D1C4309,,100G," 4,800.00 "
Pyridine-3-methanol,0116267-100G,99% puriss for synthesis [100-55-0],H1B4307,A1D1C4310,,100G," 3,800.00 "
Pyridine-4-methanol,0116268-100G,99% puriss for synthesis [586-95-8],H1B4308,A1D1C4311,,100G," 6,250.00 "
PYRIDINIUM CHLOROCHROMATE (PCC),011637-100G,98% RT,H1B4309,A1D1C4312,,100G, 900.00 
PYRIDINIUM CHLOROCHROMATE (PCC),011637-500G,98% RT,H1B4310,A1D1C4313,,500G," 3,700.00 "
PYRIDINIUM DICHROMATE (PDC),0116193-25G,98% puriss for synthesis. Powerful oxidising agent,H1B4311,A1D1C4314,,25G, 650.00 
PYRIDINIUM DICHROMATE (PDC),0116193-100G,98% puriss for synthesis. Powerful oxidising agent,H1B4312,A1D1C4315,,100G," 1,800.00 "
"P-TOLUENESULPHONIC ACID PYRIDINIUM SALT (Pyridinium tosylate, PPTS)",0120253-100G,98% puriss for synthesis,H1B4313,A1D1C4316,,100G," 1,550.00 "
"P-TOLUENESULPHONIC ACID PYRIDINIUM SALT (Pyridinium tosylate, PPTS)",0120253-500G,98% puriss for synthesis,H1B4314,A1D1C4317,,500G," 5,000.00 "
PYRIDYL-3-ACETIC ACID HCl,0116236-1G,98% puriss for synthesis [6419-36-9],H1B4315,A1D1C4318,,1G, 525.00 
PYRIDYL-3-ACETIC ACID HCl,0116236-5G,98% puriss for synthesis [6419-36-9],H1B4316,A1D1C4319,,5G," 2,400.00 "
PYRIDYL-3-ACETIC ACID HCl,0116236-25G,98% puriss for synthesis [6419-36-9],H1B4317,A1D1C4320,,25G," 10,500.00 "
trans-3-(3-Pyridyl)acrylic acid,0116270-5G,99% puriss for synthesis [19337-97-4],H1B4318,A1D1C4321,,5G," 1,800.00 "
trans-3-(3-Pyridyl)acrylic acid,0116270-25G,99% puriss for synthesis [19337-97-4],H1B4319,A1D1C4322,,25G," 6,000.00 "
trans-3-(4-PYRIDYL)ACRYLIC ACID,0116278-5G,puriss for synthesis [84228-93-3],H1B4320,A1D1C4323,,5G," 3,550.00 "
trans-3-(4-PYRIDYL)ACRYLIC ACID,0116278-25G,puriss for synthesis [84228-93-3],H1B4321,A1D1C4324,,25G," 11,500.00 "
1-(2-PYRIDYL) PIPERAZINE,0116111-5G,98%,H1B4322,A1D1C4325,,5G, 800.00 
1-(2-PYRIDYL) PIPERAZINE,0116111-25G,98%,H1B4323,A1D1C4326,,25G," 2,700.00 "
1-(2-PYRIDYL) PIPERAZINE,0116111-500G,98%,H1B4324,A1D1C4327,,500G," 26,000.00 "
1-(4-Pyridyl)-piperazine,0116243-1G,"98%, 4-(1-Piperazino)pyridine puriss for synthesis [1008-91-9]",H1B4325,A1D1C4328,,1G," 2,000.00 "
1-(4-Pyridyl)-piperazine,0116243-5G,"98%, 4-(1-Piperazino)pyridine puriss for synthesis [1008-91-9]",H1B4326,A1D1C4329,,5G," 7,800.00 "
1-(4-Pyridyl)-piperazine,0116243-25G,"98%, 4-(1-Piperazino)pyridine puriss for synthesis [1008-91-9]",H1B4327,A1D1C4330,,25G," 30,000.00 "
3-(3-Pyridyl)propionic acid,0116246-1G,98% puriss for synthesis [3724-19-4],H1B4328,A1D1C4331,,1G, 750.00 
3-(3-Pyridyl)propionic acid,0116246-5G,98% puriss for synthesis [3724-19-4],H1B4329,A1D1C4332,,5G," 3,000.00 "
PYROCATECHOL (Catechol),0116237-100G,99% puriss for synthesis [120-80-9],H1B4330,A1D1C4333,,100G, 350.00 
PYROCATECHOL (Catechol),0116237-500G,99% puriss for synthesis [120-80-9],H1B4331,A1D1C4334,,500G, 950.00 
PYROGALLOL,0116171-100G,"99.5% (Pyrogallic acid, 1,2,3-Tri-hydroxybenzene, 1,2,3-Benzenetriol)",H1B4332,A1D1C4335,,100G," 1,600.00 "
PYROGALLOL,0116171-500G,"99.5% (Pyrogallic acid, 1,2,3-Tri-hydroxybenzene, 1,2,3-Benzenetriol)",H1B4333,A1D1C4336,,500G," 7,000.00 "
L-PYROGLUTAMIC ACID,0116207-25G,99% puriss for synthesis,H1B4334,A1D1C4337,,25G, 450.00 
L-PYROGLUTAMIC ACID,0116207-100G,99% puriss for synthesis,H1B4335,A1D1C4338,,100G," 1,200.00 "
PYROMELLITIC DIANHYDRIDE,0116112-100G,99%,H1B4336,A1D1C4339,,100G, 975.00 
PYROMELLITIC DIANHYDRIDE,0116112-500G,99%,H1B4337,A1D1C4340,,500G," 4,600.00 "
PYRROLE,011652-25ML,99%,H1B4338,A1D1C4341,,25ML, 505.00 
PYRROLE,011652-100ML,99%,H1B4339,A1D1C4342,,100ML," 1,400.00 "
PYRROLE,011652-500ML,99%,H1B4340,A1D1C4343,,500ML," 5,550.00 "
PYRROLE-2-CARBOXALDEHYDE,0116238-5G,98% puriss for synthesis [1003-29-8],H1B4341,A1D1C4344,,5G," 1,350.00 "
PYRROLE-2-CARBOXALDEHYDE,0116238-25G,98% puriss for synthesis [1003-29-8],H1B4342,A1D1C4345,,25G," 4,300.00 "
PYRROLE-2-CARBOXALDEHYDE,0116238-100G,98% puriss for synthesis [1003-29-8],H1B4343,A1D1C4346,,100G," 12,500.00 "
PYRROLE-2-CARBOXYLIC ACID,0116239-5G,99% puriss for synthesis [634-97-9],H1B4344,A1D1C4347,,5G," 1,550.00 "
PYRROLE-2-CARBOXYLIC ACID,0116239-25G,99% puriss for synthesis [634-97-9],H1B4345,A1D1C4348,,25G," 7,000.00 "
PYRROLE-2-CARBOXYLIC ACID,0116239-100G,99% puriss for synthesis [634-97-9],H1B4346,A1D1C4349,,100G," 24,000.00 "
PYRROLIDINE,011639-100ML,99%,H1B4347,A1D1C4350,,100ML, 550.00 
PYRROLIDINE,011639-500ML,99%,H1B4348,A1D1C4351,,500ML," 1,850.00 "
PYRROLIDINE AR,0116240-100ML,99.5% puriss for synthesis [123-75-1],H1B4349,A1D1C4352,,100ML," 1,050.00 "
PYRROLIDINE AR,0116240-500ML,99.5% puriss for synthesis [123-75-1],H1B4350,A1D1C4353,,500ML," 3,425.00 "
2-PYRROLIDINONE,0116200-500ML,98% puriss for synthesis,H1B4351,A1D1C4354,,500ML, 900.00 
2-PYRROLIDINONE,0116200-2500ML,98% puriss for synthesis,H1B4352,A1D1C4355,,2500ML," 4,000.00 "
4-PYRROLIDINOPYRIDINE,0116279-5G,98% puriss for synthesis [2456-81-7],H1B4353,A1D1C4356,,5G," 1,600.00 "
4-PYRROLIDINOPYRIDINE,0116279-25G,98% puriss for synthesis [2456-81-7],H1B4354,A1D1C4357,,25G," 6,500.00 "
4-PYRROLIDINOPYRIDINE,0116279-100G,98% puriss for synthesis [2456-81-7],H1B4355,A1D1C4358,,100G," 22,000.00 "
PYRUVALDEHYDE (METHYLGLYOXAL),0116241-100G,"~40% solution, pract. for synthesis [78-98-8]",H1B4356,A1D1C4359,,100G," 2,800.00 "
PYRUVALDEHYDE (METHYLGLYOXAL),0116241-500G,"~40% solution, pract. for synthesis [78-98-8]",H1B4357,A1D1C4360,,500G," 9,750.00 "
PYRUVIC ACID (2-Oxopropanoic Acid),0116172-100ML,98% puriss for synthesis,H1B4358,A1D1C4361,,100ML," 1,550.00 "
PYRUVIC ACID (2-Oxopropanoic Acid),0116172-500ML,98% puriss for synthesis,H1B4359,A1D1C4362,,500ML," 6,700.00 "
QUINALDIC ACID (Quinoline-2-carboxylic acid),011708-100G,98% puriss for synthesis [93-10-7],H1B4360,A1D1C4363,,100G," 4,100.00 "
QUINALDIC ACID,011706-10G,99% AR,H1B4361,A1D1C4364,,10G," 2,400.00 "
QUINALDIC ACID,011706-25G,99% AR,H1B4362,A1D1C4365,,25G," 5,100.00 "
QUINALDINE(2-MethylQuinoline),011705-100G,99%,H1B4363,A1D1C4366,,100G," 1,300.00 "
QUINALDINE(2-MethylQuinoline),011705-500G,99%,H1B4364,A1D1C4367,,500G," 5,700.00 "
D-QUINIC ACID,011701-5G,98% (T),H1B4365,A1D1C4368,,5G," 1,000.00 "
D-QUINIC ACID,011701-25G,98% (T),H1B4366,A1D1C4369,,25G," 4,000.00 "
D-QUINIC ACID,011701-100G,98% (T),H1B4367,A1D1C4370,,100G," 12,500.00 "
Quinine anhydrous,011709-5G,98% puriss for synthesis [130-95-0],H1B4368,A1D1C4371,,5G," 1,500.00 "
Quinine anhydrous,011709-25G,98% puriss for synthesis [130-95-0],H1B4369,A1D1C4372,,25G," 4,400.00 "
QUINOLINE,011704-500ML,pract for synthesis,H1B4370,A1D1C4373,,500ML," 2,200.00 "
QUINOLINE,011704-10x500ML,pract for synthesis,H1B4371,A1D1C4374,,10x500ML," 21,000.00 "
QUINOLINE-6-CARBOXYLICACID,011707-1G,97% puriss for synthesis [10349-57-2],H1B4372,A1D1C4375,,1G," 4,500.00 "
QUINOLINE-6-CARBOXYLICACID,011707-5G,97% puriss for synthesis [10349-57-2],H1B4373,A1D1C4376,,5G," 21,000.00 "
"2,3-QUINOLINE DICARBOXYLIC ACID (QDC)",011710-5G,99% puriss for synthesis [643-38-9],H1B4374,A1D1C4377,,5G," 1,000.00 "
"2,3-QUINOLINE DICARBOXYLIC ACID (QDC)",011710-25G,99% puriss for synthesis [643-38-9],H1B4375,A1D1C4378,,25G," 3,750.00 "
"2,3-QUINOLINE DICARBOXYLIC ACID (QDC)",011710-100G,99% puriss for synthesis [643-38-9],H1B4376,A1D1C4379,,100G," 15,000.00 "
RANEY NICKEL [7440-02-0],011823-100G,,H1B4377,A1D1C4380,,100G," 5,500.00 "
RESCINNAMINE Cryst,011803-100MG,,H1B4378,A1D1C4381,,100MG, POR 
RESERPINE,011804-1G,,H1B4379,A1D1C4382,,1G," 3,250.00 "
"RESORCINOL (1,3-Dihydroxybenzene)",011805-250G,98%,H1B4380,A1D1C4383,,250G, 975.00 
RESORCINOL DIMETHYLETHER,011821-100G,98%,H1B4381,A1D1C4384,,100G, 810.00 
RESORCINOL DIMETHYLETHER,011821-500G,98%,H1B4382,A1D1C4385,,500G," 3,200.00 "
D-RIBOSE,011816-5G,98% puriss for biochemistry,H1B4383,A1D1C4386,,5G, 305.00 
D-RIBOSE,011816-25G,98% puriss for biochemistry,H1B4384,A1D1C4387,,25G," 1,200.00 "
D-RIBOSE,011816-100G,98% puriss for biochemistry,H1B4385,A1D1C4388,,100G," 4,000.00 "
ROSE BENGAL B.,011807-10G,,H1B4386,A1D1C4389,,10G, 500.00 
ROSE BENGAL B.,011807-25G,,H1B4387,A1D1C4390,,25G," 1,050.00 "
ROSOLIC ACID (AURINE),011822-25G,,H1B4388,A1D1C4391,,25G," 1,200.00 "
RUBIDIUM BROMIDE,011808-5G,99%,H1B4389,A1D1C4392,,5G," 2,200.00 "
RUBIDIUM BROMIDE,011808-25G,99%,H1B4390,A1D1C4393,,25G," 7,800.00 "
RUBIDIUM CHLORIDE,011810-5G,99.50%,H1B4391,A1D1C4394,,5G," 1,800.00 "
RUBIDIUM CHLORIDE,011810-25G,99.50%,H1B4392,A1D1C4395,,25G," 8,000.00 "
RUBIDIUM CHROMATE,011811-1G,98% pure,H1B4393,A1D1C4396,,1G," 1,550.00 "
RUBIDIUM IODIDE,011812-5G,99%,H1B4394,A1D1C4397,,5G," 3,500.00 "
RUBIDIUM SULPHATE,011814-5G,99%,H1B4395,A1D1C4398,,5G," 1,500.00 "
RUBIDIUM SULPHATE,011814-25G,99%,H1B4396,A1D1C4399,,25G," 6,800.00 "
RUTHENIUM TRICHLORIDE hydrate,011802-1G,35-40% Ru [14898-67-0],H1B4397,A1D1C4400,,1G," 1,850.00 "
RUTHENIUM TRICHLORIDE hydrate,011802-5G,35-40% Ru [14898-67-0],H1B4398,A1D1C4401,,5G," 8,000.00 "
SAFRANINE 'O' for microscopical staining,011901-25G,,H1B4399,A1D1C4402,,25G, 500.00 
SAFRANINE 'O' for microscopical staining,011901-100G,,H1B4400,A1D1C4403,,100G," 1,860.00 "
SALICYLDEHYDE,011909-250ML,98%,H1B4401,A1D1C4404,,250ML," 1,500.00 "
SALICYLDEHYDE,011909-1000ML,98%,H1B4402,A1D1C4405,,1000ML," 5,500.00 "
SALICYLHYDRAZIDE,0119146-25G,99% puriss AR,H1B4403,A1D1C4406,,25G," 2,200.00 "
SALICYLHYDRAZIDE,0119146-100G,99% puriss AR,H1B4404,A1D1C4407,,100G," 8,000.00 "
SARCOSINE (N-Methyl Glycine),0119133-100G,99% puriss for biochemistry,H1B4405,A1D1C4408,,100G," 1,250.00 "
SARCOSINE (N-Methyl Glycine),0119133-1000G,99% puriss for biochemistry,H1B4406,A1D1C4409,,1000G," 10,800.00 "
Sarcosine ethyl ester HCL,0119173-25G,99% puriss for synthesis [52605-49-9],H1B4407,A1D1C4410,,25G," 1,300.00 "
Sarcosine ethyl ester HCL,0119173-100G,99% puriss for synthesis [52605-49-9],H1B4408,A1D1C4411,,100G," 4,600.00 "
SELENIUM DIOXIDE,011962-50G,,H1B4409,A1D1C4412,,50G," 1,550.00 "
SELENIUM DIOXIDE,011962-250G,,H1B4410,A1D1C4413,,250G," 7,500.00 "
SELENIUM DISULPHIDE,0119162-250G,for synthesis [7488-56-4],H1B4411,A1D1C4414,,250G," 5,500.00 "
SEM-CHLORIDE,0119189-1G,~90% (2-(Trimethylsilyl)ethoxymethyl chloride) pract. for synthesis [76513-69-4],H1B4412,A1D1C4415,,1G," 4,000.00 "
SEM-CHLORIDE,0119189-5G,~90% (2-(Trimethylsilyl)ethoxymethyl chloride) pract. for synthesis [76513-69-4],H1B4413,A1D1C4416,,5G," 13,000.00 "
SEM-CHLORIDE,0119189-25G,~90% (2-(Trimethylsilyl)ethoxymethyl chloride) pract. for synthesis [76513-69-4],H1B4414,A1D1C4417,,25G," 41,500.00 "
SEMICARBAZIDE HCl,0119163-100G,99% puriss for synthesis [563-41-7],H1B4415,A1D1C4418,,100G, 500.00 
SEMICARBAZIDE HCl,0119163-500G,99% puriss for synthesis [563-41-7],H1B4416,A1D1C4419,,500G," 2,150.00 "
D-SERINE,0119145-1G,puriss for biochemistry CHR,H1B4417,A1D1C4420,,1G, 500.00 
D-SERINE,0119145-5G,puriss for biochemistry CHR,H1B4418,A1D1C4421,,5G," 1,400.00 "
D-SERINE,0119145-25G,puriss for biochemistry CHR,H1B4419,A1D1C4422,,25G," 5,000.00 "
L-SERINE,0119125-25G,,H1B4420,A1D1C4423,,25G, 725.00 
L-SERINE,0119125-100G,,H1B4421,A1D1C4424,,100G," 2,310.00 "
"SESAMOL (3,4-(Methylenedioxy)phenol)",0119134-50G,98% m.p. 63-65 C. puriss for synthesis,H1B4422,A1D1C4425,,50G," 1,700.00 "
"SESAMOL (3,4-(Methylenedioxy)phenol)",0119134-250G,98% m.p. 63-65 C. puriss for synthesis,H1B4423,A1D1C4426,,250G," 6,900.00 "
SILICAGEL 60-120 mesh,011902-500G,for column chromatography,H1B4424,A1D1C4427,,500G, 455.00 
SILICAGEL 100-200 mesh,011903-500G,for lipid chromatography,H1B4425,A1D1C4428,,500G, 510.00 
SILICAGEL 230-400 mesh,011980-500G,for flash chromatography,H1B4426,A1D1C4429,,500G, 675.00 
SILICA GEL 60-200 mesh,0119184-500G,,H1B4427,A1D1C4430,,500G, 670.00 
SILICAGEL G,011904-500G,for TLC (with binder),H1B4428,A1D1C4431,,500G, 550.00 
SILICAGEL GF254,011981-500G,for TLC,H1B4429,A1D1C4432,,500G," 2,400.00 "
SILICAGEL HF254,011982-500G,for TLC,H1B4430,A1D1C4433,,500G," 2,600.00 "
SILVER CARBONATE,0119135-25G,99% puriss for synthesis,H1B4431,A1D1C4434,,25G," 8,200.00 "
SILVER CHLORIDE,0119127-25G,,H1B4432,A1D1C4435,,25G," 6,200.00 "
SILVER CYANIDE,0119155-25G,puriss,H1B4433,A1D1C4436,,25G," 8,000.00 "
SILVER IODIDE,0119129-25G,,H1B4434,A1D1C4437,,25G," 6,700.00 "
SILVER NITRATE,0119128-25G,AR,H1B4435,A1D1C4438,,25G," 6,400.00 "
SILVER NITRATE,0119128-100G,AR,H1B4436,A1D1C4439,,100G," 24,400.00 "
SILVER OXIDE,0119116-25G,,H1B4437,A1D1C4440,,25G," 8,000.00 "
SILVER OXIDE,0119116-100G,,H1B4438,A1D1C4441,,100G," 30,000.00 "
SILVER SULPHATE,0119130-25G,,H1B4439,A1D1C4442,,25G," 7,250.00 "
SILVER TETRAFLUOROBORATE,0119182-5G,99% puriss for synthesis [14104-20-2],H1B4440,A1D1C4443,,5G," 7,000.00 "
SILVER TRIFLATE,0119164-1G,99% puriss for synthesis [2923-28-6],H1B4441,A1D1C4444,,1G," 1,250.00 "
SILVER TRIFLATE,0119164-5G,99% puriss for synthesis [2923-28-6],H1B4442,A1D1C4445,,5G," 4,100.00 "
SILVER TRIFLUOROACETATE,0119165-5G,98% puriss for synthesis [2966-50-9],H1B4443,A1D1C4446,,5G," 2,800.00 "
SILVER TRIFLUOROACETATE,0119165-25G,98% puriss for synthesis [2966-50-9],H1B4444,A1D1C4447,,25G," 9,900.00 "
SODIUM metal pieces in wax,011939-100G,99+%,H1B4445,A1D1C4448,,100G, 310.00 
SODIUM metal pieces in wax,011939-200G,99+%,H1B4446,A1D1C4449,,200G, 600.00 
SODIUM ACETATE ANHYDROUS,0119137-500G,purified for synthesis,H1B4447,A1D1C4450,,500G, 275.00 
SODIUM ACETATE ANHYDROUS,0119137-5000G,purified for synthesis,H1B4448,A1D1C4451,,5000G," 2,550.00 "
SODIUM ACETATE ANHYDROUS,0119138-250G,99% puriss AR for biochemistry,H1B4449,A1D1C4452,,250G, 290.00 
SODIUM ACETATE ANHYDROUS,0119138-5000G,99% puriss AR for biochemistry,H1B4450,A1D1C4453,,5000G," 4,400.00 "
SODIUM-tert-AMYLATE,0119169-25G,95% puriss for synthesis [14593-46-5],H1B4451,A1D1C4454,,25G, 600.00 
SODIUM-tert-AMYLATE,0119169-100G,95% puriss for synthesis [14593-46-5],H1B4452,A1D1C4455,,100G," 2,100.00 "
SODIUM-tert-AMYLATE,0119169-500G,95% puriss for synthesis [14593-46-5],H1B4453,A1D1C4456,,500G," 9,100.00 "
SODIUM AZIDE,011961-100G,99% (T),H1B4454,A1D1C4457,,100G, 415.00 
SODIUM AZIDE,011961-500G,99% (T),H1B4455,A1D1C4458,,500G," 1,750.00 "
"SODIUM BENZOATE ACS,",111901-500G,ISO,H1B4456,A1D1C4459,,500G, 455.00 
SODIUM BOROHYDRIDE,011925-25G,98%,H1B4457,A1D1C4460,,25G, 500.00 
SODIUM BOROHYDRIDE,011925-100G,98%,H1B4458,A1D1C4461,,100G," 1,200.00 "
SODIUM BOROHYDRIDE,011925-500G,98%,H1B4459,A1D1C4462,,500G," 5,500.00 "
SODIUM-TERT-BUTOXIDE,0119170-25G,97% puriss for synthesis [865-48-5],H1B4460,A1D1C4463,,25G, 300.00 
SODIUM-TERT-BUTOXIDE,0119170-100G,97% puriss for synthesis [865-48-5],H1B4461,A1D1C4464,,100G, 700.00 
SODIUM-TERT-BUTOXIDE,0119170-500G,97% puriss for synthesis [865-48-5],H1B4462,A1D1C4465,,500G," 2,400.00 "
tri-SODIUM CITRATE,011906-500G,99% purified for synthesis,H1B4463,A1D1C4466,,500G, 300.00 
tri-SODIUM CITRATE,0119141-500G,99% puriss AR,H1B4464,A1D1C4467,,500G, 475.00 
SODIUM CYANOBORO HYDRIDE (Sodiumcyano trihydroborate),0119139-25G,96% puriss for synthesis,H1B4465,A1D1C4468,,25G," 2,400.00 "
SODIUM CYANOBORO HYDRIDE (Sodiumcyano trihydroborate),0119139-100G,96% puriss for synthesis,H1B4466,A1D1C4469,,100G," 8,750.00 "
SODIUM DIETHYLDITHIOCARBAMATE,011940-100G,97%,H1B4467,A1D1C4470,,100G, 400.00 
SODIUM DIETHYLDITHIOCARBAMATE,011940-500G,97%,H1B4468,A1D1C4471,,500G," 1,900.00 "
SODIUMDIHYDRO-BIS-(2-METHOXYETHOXY) ALUMINATE (VITRIDE),0119160-100G,~ 70% IN TOLUENE puriss for synthesis,H1B4469,A1D1C4472,,100G," 1,050.00 "
SODIUMDIHYDRO-BIS-(2-METHOXYETHOXY) ALUMINATE (VITRIDE),0119160-500G,~ 70% IN TOLUENE puriss for synthesis,H1B4470,A1D1C4473,,500G," 3,450.00 "
SODIUM DIHYDROGEN PHOSPHATE ANHYDROUS,0719166-500G,for HPLC [7558-80-7],H1B4471,A1D1C4474,,500G, 900.00 
SODIUM DIHYDROGEN PHOSPHATE MONOHYDRATE,0719167-500G,for HPLC [10049-21-5],H1B4472,A1D1C4475,,500G, 900.00 
"SODIUM DIHYDROGEN PHOSPHATE DIHYDRATE ACS,",111903-500G,ISO,H1B4473,A1D1C4476,,500G, 455.00 
SODIUM ETHOXIDE,0119152-250G,~ 96% puriss for synthesis,H1B4474,A1D1C4477,,250G," 1,550.00 "
SODIUM ETHOXIDE,0119152-1000G,~ 96% puriss for synthesis,H1B4475,A1D1C4478,,1000G," 3,400.00 "
Sodium ethoxide 21% in ethanol,0119174-100ML,puriss for synthesis [141-52-6],H1B4476,A1D1C4479,,100ML, 450.00 
Sodium ethoxide 21% in ethanol,0119174-500ML,puriss for synthesis [141-52-6],H1B4477,A1D1C4480,,500ML," 1,500.00 "
SODIUM FLUORIDE,011911-500G,99%,H1B4478,A1D1C4481,,500G, 490.00 
SODIUM GLUCONATE,011930-500G,,H1B4479,A1D1C4482,,500G, 400.00 
Sodium HMDS 35% in THF [1070-89-9],0119175-100ML,,H1B4480,A1D1C4483,,100ML," 1,250.00 "
Sodium HMDS 35% in THF [1070-89-9],0119175-500ML,,H1B4481,A1D1C4484,,500ML," 4,850.00 "
SODIUM HMDS 1 M IN THF,0119180-100ML,,H1B4482,A1D1C4485,,100ML," 1,200.00 "
SODIUM HMDS 1 M IN THF,0119180-500ML,,H1B4483,A1D1C4486,,500ML," 5,700.00 "
SODIUM HYDRIDE,011910-100G,~ 55-60%,H1B4484,A1D1C4487,,100G, 620.00 
SODIUM HYDRIDE,011910-500G,~ 55-60%,H1B4485,A1D1C4488,,500G," 2,250.00 "
SODIUM HYDRIDE,011910-10X500G,~ 55-60%,H1B4486,A1D1C4489,,10X500G, 585.00 
SODIUM HYPOPHOSPHITE,011983-500G,AR,H1B4487,A1D1C4490,,500G, 600.00 
SODIUM IODATE,0119153-100G,puriss for synthesis,H1B4488,A1D1C4491,,100G," 1,550.00 "
SODIUM IODIDE LR,011914-100G,98% puriss for synthesis [7681-82-5],H1B4489,A1D1C4492,,100G," 1,850.00 "
SODIUM IODIDE LR,011914-500G,98% puriss for synthesis [7681-82-5],H1B4490,A1D1C4493,,500G," 7,250.00 "
SODIUM IODIDE,0119168-100G,99% puriss AR [7681-82-5],H1B4491,A1D1C4494,,100G," 2,600.00 "
SODIUM LAURYLSULPHATE,011942-500G,94%  tech.  [151-21-3],H1B4492,A1D1C4495,,500G, 550.00 
SODIUMLAURYLSULPHATE,0119156-100G,99% puriss for electrophoresis,H1B4493,A1D1C4496,,100G, 950.00 
SODIUMLAURYLSULPHATE,0119156-500G,99% puriss for electrophoresis,H1B4494,A1D1C4497,,500G," 3,800.00 "
SODIUM LAURYLSULPHATE,011922-100G,for molecular biology,H1B4495,A1D1C4498,,100G," 1,350.00 "
SODIUM LAURYLSULPHATE,011922-500G,for molecular biology,H1B4496,A1D1C4499,,500G," 4,850.00 "
SODIUM MALONATE,0119131-100G,AR,H1B4497,A1D1C4500,,100G, 600.00 
SODIUM MALONATE,0119131-500G,AR,H1B4498,A1D1C4501,,500G," 2,800.00 "
SODIUM MERCAPTOBENZOTHIAZOLE,0119190-100G,96% puriss for synthesis [2492-26-4],H1B4499,A1D1C4502,,100G," 1,500.00 "
SODIUM METHOXIDE,011913-500G,98%,H1B4500,A1D1C4503,,500G, 595.00 
SODIUM METHOXIDE,0119179-500ML,25% IN METHANOL,H1B4501,A1D1C4504,,500ML, 415.00 
SODIUM METHOXIDE,0119187-500ML,30% IN METHANOL,H1B4502,A1D1C4505,,500ML, 415.00 
SODIUM NITRITE,011945-500G,,H1B4503,A1D1C4506,,500G, 375.00 
SODIUM (meta) PERIODATE,011953-100G,99% AR,H1B4504,A1D1C4507,,100G," 1,575.00 "
SODIUM (meta) PERIODATE,011953-500G,99% AR,H1B4505,A1D1C4508,,500G," 6,950.00 "
SODIUM PEROXIDE granular,011946-100G,,H1B4506,A1D1C4509,,100G," 3,000.00 "
SODIUM PHENYL PYRUVATE anhydrous,0119183-25G,98% puriss for synthesis [114-76-1],H1B4507,A1D1C4510,,25G," 4,000.00 "
SODIUM PHENYL PYRUVATE anhydrous,0119183-100G,98% puriss for synthesis [114-76-1],H1B4508,A1D1C4511,,100G," 14,000.00 "
SODIUM PHENYL PYRUVATE monohydrate,0119191-25G,98% puriss for synthesis [122049-54-1],H1B4509,A1D1C4512,,25G," 4,500.00 "
